fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_6X4_1X3_0_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_5X2,0,16,8,8,14,7,"[[False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1]]","[[50, 250, 1011, 250], [50, 250, 1011, 0], [50, 0, 1011, 250], [50, 0, 1011, 0], [212, 250, 1011, 250], [212, 250, 1011, 0], [212, 0, 1011, 250], [212, 0, 1011, 0]]",[]
PX303Fg006_5X3_0X2_1_PX303Fg006_5X3_2X1_0,PX303Fg006_5X3_0X2_PX303Fg006_5X3_2X1,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[749, 0, 50, 250], [749, 0, 50, 0], [749, 250, 50, 250], [749, 250, 50, 0]]",[]
PX303Fg006_4X4_2X3_0_PX303Fg006_4X4_3X2_1,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X2,0,9,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1304, 250], [50, 250, 1304, 0], [50, 0, 1304, 250], [50, 0, 1304, 0]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_0X3_PX303Fg006_6X4_5X2,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1011, 250], [50, 250, 1011, 0], [50, 0, 1011, 250], [50, 0, 1011, 0]]",[]
PX303Fg006_6X4_3X0_0_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_3X0_PX303Fg006_6X4_4X1,0,12,2,2,2,1,"[[False, 0, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 0, 50, 250]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_2X1_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X1,0,6,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_5X4_2X2_0_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_2X2_PX303Fg006_5X4_3X0,0,8,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_4X4_2X2_1_PX303Fg006_4X4_3X3_1,PX303Fg006_4X4_2X2_PX303Fg006_4X4_3X3,0,6,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1013, 0, 1158, 250], [1013, 0, 1158, 0], [1013, 250, 1158, 250], [1013, 250, 1158, 0]]",[]
PX303Fg006_6X4_1X1_0_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_1X1_PX303Fg006_6X4_5X0,0,4,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_6X3_1X2_0_PX303Fg006_6X3_3X0_0,PX303Fg006_6X3_1X2_PX303Fg006_6X3_3X0,0,6,2,2,2,1,"[[False, 0, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 0, 50, 250]]",[]
PX303Fg006_6X3_1X1_0_PX303Fg006_6X3_3X2_1,PX303Fg006_6X3_1X1_PX303Fg006_6X3_3X2,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 405, 250], [50, 250, 405, 0], [50, 0, 405, 250], [50, 0, 405, 0]]",[]
PX303Fg006_5X4_2X3_1_PX303Fg006_5X4_4X2_0,PX303Fg006_5X4_2X3_PX303Fg006_5X4_4X2,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1584, 250, 50, 250], [1584, 250, 50, 0], [1584, 0, 50, 250], [1584, 0, 50, 0]]",[]
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_3X1_0,PX303Fg006_6X3_0X0_PX303Fg006_6X3_3X1,0,9,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[825, 250, 50, 0], [825, 0, 50, 0]]",[]
PX303Fg006_5X4_3X3_0_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_3X3_PX303Fg006_5X4_4X1,0,12,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1071, 250], [50, 250, 1071, 0], [50, 0, 1071, 250], [50, 0, 1071, 0]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_1X3_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X3,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[891, 250, 50, 250], [891, 250, 50, 0], [891, 0, 50, 250], [891, 0, 50, 0]]",[]
PX303Fg006_6X4_1X3_0_PX303Fg006_6X4_5X3_0,PX303Fg006_6X4_1X3_PX303Fg006_6X4_5X3,0,16,8,8,14,7,"[[False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0], [212, 250, 50, 250], [212, 250, 50, 0], [212, 0, 50, 250], [212, 0, 50, 0]]",[]
PX303Fg006_6X3_0X0_0_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_0X0_PX303Fg006_6X3_5X2,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 407, 0], [50, 250, 407, 250]]",[]
PX303Fg006_5X4_1X3_1_PX303Fg006_5X4_3X1_0,PX303Fg006_5X4_1X3_PX303Fg006_5X4_3X1,0,4,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[808, 250, 50, 250], [808, 0, 50, 250]]",[]
PX303Fg006_6X4_4X2_1_PX303Fg006_6X4_5X2_0,PX303Fg006_6X4_4X2_PX303Fg006_6X4_5X2,1,1,1,1,0,0,"[[False, 1, 1]]","[[965, 450, 50, 400]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_2X3_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X3,0,9,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[649, 250, 50, 250], [649, 0, 50, 250]]",[]
PX303Fg006_4X3_2X2_0_PX303Fg006_4X3_3X1_1,PX303Fg006_4X3_2X2_PX303Fg006_4X3_3X1,0,9,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 1517, 250], [50, 250, 1517, 0]]",[]
PX303Fg006_5X4_3X3_1_PX303Fg006_5X4_4X3_0,PX303Fg006_5X4_3X3_PX303Fg006_5X4_4X3,1,25,15,15,8,4,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 3, 2]]","[[782, 0, 50, 0], [782, 100, 50, 100], [782, 100, 50, 50], [782, 450, 50, 400], [782, 0, 50, 250], [782, 450, 50, 450], [782, 50, 50, 0], [782, 50, 50, 50], [782, 500, 50, 450], [782, 500, 50, 500], [782, 550, 50, 500], [782, 550, 50, 550], [782, 600, 50, 550], [782, 700, 50, 700], [782, 750, 50, 700]]",[]
PX303Fg006_4X3_0X2_1_PX303Fg006_4X3_2X2_1,PX303Fg006_4X3_0X2_PX303Fg006_4X3_2X2,0,9,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[666, 0, 1096, 250], [666, 0, 1096, 0]]",[]
PX303Fg006_5X4_2X0_1_PX303Fg006_5X4_3X1_0,PX303Fg006_5X4_2X0_PX303Fg006_5X4_3X1,0,2,1,1,0,0,"[[False, 1, 1]]","[[1175, 250, 50, 250]]",[]
PX303Fg006_6X3_3X1_0_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_3X1_PX303Fg006_6X3_5X0,0,12,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 667, 0], [50, 0, 667, 250]]",[]
PX303Fg006_4X3_0X2_0_PX303Fg006_4X3_2X0_0,PX303Fg006_4X3_0X2_PX303Fg006_4X3_2X0,0,12,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_4X4_0X3_1_PX303Fg006_4X4_2X1_0,PX303Fg006_4X4_0X3_PX303Fg006_4X4_2X1,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1223, 250, 50, 250], [1223, 250, 50, 0], [1223, 0, 50, 250], [1223, 0, 50, 0]]",[]
PX303Fg006_5X3_1X0_0_PX303Fg006_5X3_2X2_0,PX303Fg006_5X3_1X0_PX303Fg006_5X3_2X2,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_6X3_0X1_0_PX303Fg006_6X3_2X0_1,PX303Fg006_6X3_0X1_PX303Fg006_6X3_2X0,0,6,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 750, 0], [50, 0, 750, 250]]",[]
PX303Fg006_4X4_2X1_1_PX303Fg006_4X4_3X0_0,PX303Fg006_4X4_2X1_PX303Fg006_4X4_3X0,0,12,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[825, 250, 50, 0], [825, 0, 50, 0]]",[]
PX303Fg006_5X4_0X3_0_PX303Fg006_5X4_1X0_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_1X0,0,8,2,2,2,1,"[[False, 0, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 0, 50, 250]]",[]
PX303Fg006_5X3_1X1_0_PX303Fg006_5X3_3X0_0,PX303Fg006_5X3_1X1_PX303Fg006_5X3_3X0,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X4_2X1_0_PX303Fg006_6X4_3X3_1,PX303Fg006_6X4_2X1_PX303Fg006_6X4_3X3,0,8,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 726, 250], [50, 250, 726, 0], [50, 0, 726, 250], [50, 0, 726, 0]]",[]
PX303Fg006_5X4_3X0_0_PX303Fg006_5X4_4X0_1,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X0,0,39,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 979, 250], [50, 250, 979, 0], [50, 0, 979, 250], [50, 0, 979, 0]]",[]
PX303Fg006_4X3_2X1_1_PX303Fg006_4X3_3X1_1,PX303Fg006_4X3_2X1_PX303Fg006_4X3_3X1,0,28,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[954, 0, 1517, 250], [954, 0, 1517, 0]]",[]
PX303Fg006_4X3_0X1_0_PX303Fg006_4X3_3X0_1,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X0,0,4,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 1316, 250], [50, 0, 1316, 0]]",[]
PX303Fg006_5X4_1X0_0_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_1X0_PX303Fg006_5X4_3X3,0,6,1,1,0,0,"[[False, 1, 0]]","[[50, 250, 782, 0]]",[]
PX303Fg006_5X4_1X1_1_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_1X1_PX303Fg006_5X4_3X0,0,8,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[716, 250, 50, 250], [716, 250, 50, 0]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_4X1_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_4X1,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[808, 250, 50, 250], [808, 250, 50, 0], [808, 0, 50, 250], [808, 0, 50, 0]]",[]
PX303Fg006_6X4_2X1_0_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_2X1_PX303Fg006_6X4_5X2,0,8,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1011, 250], [50, 250, 1011, 0], [50, 0, 1011, 250], [50, 0, 1011, 0]]",[]
PX303Fg006_4X4_1X0_1_PX303Fg006_4X4_2X3_0,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X3,0,9,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1330, 250, 50, 250], [1330, 250, 50, 0], [1330, 0, 50, 250], [1330, 0, 50, 0]]",[]
PX303Fg006_5X3_1X0_0_PX303Fg006_5X3_3X1_0,PX303Fg006_5X3_1X0_PX303Fg006_5X3_3X1,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_3X0_1,PX303Fg006_5X4_0X3_PX303Fg006_5X4_3X0,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[808, 250, 826, 250], [808, 250, 826, 0], [808, 0, 826, 250], [808, 0, 826, 0]]",[]
PX303Fg006_4X4_1X3_1_PX303Fg006_4X4_3X2_1,PX303Fg006_4X4_1X3_PX303Fg006_4X4_3X2,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1225, 250, 1304, 250], [1225, 250, 1304, 0], [1225, 0, 1304, 250], [1225, 0, 1304, 0]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_3X2_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_3X2,0,9,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[891, 250, 50, 250], [891, 250, 50, 0], [891, 0, 50, 250], [891, 0, 50, 0]]",[]
PX303Fg006_6X3_0X0_0_PX303Fg006_6X3_3X2_0,PX303Fg006_6X3_0X0_PX303Fg006_6X3_3X2,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[891, 250, 50, 250], [891, 250, 50, 0], [891, 0, 50, 250], [891, 0, 50, 0]]",[]
PX303Fg006_4X4_1X0_0_PX303Fg006_4X4_3X1_0,PX303Fg006_4X4_1X0_PX303Fg006_4X4_3X1,0,12,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X4_2X0_1_PX303Fg006_6X4_5X1_1,PX303Fg006_6X4_2X0_PX303Fg006_6X4_5X1,0,4,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[931, 0, 939, 0], [931, 0, 939, 250], [931, 250, 939, 0], [931, 250, 939, 250]]",[]
PX303Fg006_6X3_1X1_1_PX303Fg006_6X3_2X0_1,PX303Fg006_6X3_1X1_PX303Fg006_6X3_2X0,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[730, 250, 750, 0], [730, 250, 750, 250], [730, 0, 750, 0], [730, 0, 750, 250]]",[]
PX303Fg006_5X3_0X0_0_PX303Fg006_5X3_2X1_1,PX303Fg006_5X3_0X0_PX303Fg006_5X3_2X1,0,9,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 1585, 250]]",[]
PX303Fg006_5X3_1X1_0_PX303Fg006_5X3_4X1_0,PX303Fg006_5X3_1X1_PX303Fg006_5X3_4X1,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X3_1X0_1_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_1X0_PX303Fg006_5X3_3X2,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1245, 250, 646, 0], [1245, 250, 646, 250], [1245, 0, 646, 0], [1245, 0, 646, 250]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X1,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[798, 250, 814, 250], [798, 250, 814, 0], [798, 0, 814, 250], [798, 0, 814, 0]]",[]
PX303Fg006_4X3_1X1_1_PX303Fg006_4X3_2X2_1,PX303Fg006_4X3_1X1_PX303Fg006_4X3_2X2,0,6,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[1862, 250, 1096, 250], [1862, 250, 1096, 0]]",[]
PX303Fg006_4X4_2X3_1_PX303Fg006_4X4_3X2_0,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X2,0,9,1,1,0,0,"[[False, 1, 1]]","[[1273, 250, 50, 250]]",[]
PX303Fg006_4X4_0X3_1_PX303Fg006_4X4_2X3_1,PX303Fg006_4X4_0X3_PX303Fg006_4X4_2X3,0,12,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[1223, 250, 1273, 250], [1223, 0, 1273, 250]]",[]
PX303Fg006_5X4_1X0_0_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_1X0_PX303Fg006_5X4_4X1,0,8,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 1071, 250], [50, 250, 1071, 0]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_1X0_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X0,1,27,23,23,6,3,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 3, 3], [False, 3, 3]]","[[891, 100, 50, 100], [891, 130, 50, 130], [891, 150, 50, 150], [891, 180, 50, 180], [891, 200, 50, 200], [891, 0, 50, 250], [891, 220, 50, 220], [891, 250, 50, 250], [891, 270, 50, 270], [891, 300, 50, 300], [891, 350, 50, 350], [891, 400, 50, 400], [891, 430, 50, 430], [891, 450, 50, 450], [891, 50, 50, 50], [891, 500, 50, 500], [891, 520, 50, 520], [891, 550, 50, 550], [891, 600, 50, 600], [891, 650, 50, 650], [891, 700, 50, 700], [891, 750, 50, 750], [891, 800, 50, 800]]",[]
PX303Fg006_6X4_1X3_0_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_1X3_PX303Fg006_6X4_4X1,0,12,4,4,6,3,"[[False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 0, 50, 250], [212, 250, 50, 250], [212, 0, 50, 250]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_4X3_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_4X3,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[808, 250, 50, 250], [808, 250, 50, 0], [808, 0, 50, 250], [808, 0, 50, 0]]",[]
PX303Fg006_6X4_2X1_0_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_2X1_PX303Fg006_6X4_4X1,0,6,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 814, 250], [50, 250, 814, 0], [50, 0, 814, 250], [50, 0, 814, 0]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_3X3_0,PX303Fg006_6X4_0X3_PX303Fg006_6X4_3X3,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_4X4_2X3_1_PX303Fg006_4X4_3X2_1,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X2,0,9,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[1273, 250, 1304, 250], [1273, 250, 1304, 0]]",[]
PX303Fg006_5X4_3X2_0_PX303Fg006_5X4_4X2_0,PX303Fg006_5X4_3X2_PX303Fg006_5X4_4X2,0,31,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X3_1X2_0_PX303Fg006_5X3_2X1_0,PX303Fg006_5X3_1X2_PX303Fg006_5X3_2X1,0,6,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X4_2X0_0_PX303Fg006_5X4_3X1_0,PX303Fg006_5X4_2X0_PX303Fg006_5X4_3X1,0,2,1,1,0,0,"[[False, 0, 1]]","[[50, 0, 50, 250]]",[]
PX303Fg006_6X3_0X2_0_PX303Fg006_6X3_2X0_1,PX303Fg006_6X3_0X2_PX303Fg006_6X3_2X0,0,6,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 750, 0], [50, 250, 750, 250], [50, 0, 750, 0], [50, 0, 750, 250]]",[]
PX303Fg006_5X4_0X1_1_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_0X1_PX303Fg006_5X4_3X0,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[916, 250, 50, 250], [916, 250, 50, 0], [916, 0, 50, 250], [916, 0, 50, 0]]",[]
PX303Fg006_6X4_1X0_0_PX303Fg006_6X4_3X1_1,PX303Fg006_6X4_1X0_PX303Fg006_6X4_3X1,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 978, 250], [50, 250, 978, 0], [50, 0, 978, 250], [50, 0, 978, 0]]",[]
PX303Fg006_4X3_0X2_1_PX303Fg006_4X3_1X0_1,PX303Fg006_4X3_0X2_PX303Fg006_4X3_1X0,0,6,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[666, 0, 1471, 0], [666, 0, 1471, 250]]",[]
PX303Fg006_6X3_0X2_1_PX303Fg006_6X3_2X0_1,PX303Fg006_6X3_0X2_PX303Fg006_6X3_2X0,0,6,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[727, 250, 750, 0], [727, 250, 750, 250]]",[]
PX303Fg006_5X4_2X3_0_PX303Fg006_5X4_4X3_0,PX303Fg006_5X4_2X3_PX303Fg006_5X4_4X3,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X3_0X0_1_PX303Fg006_5X3_3X1_0,PX303Fg006_5X3_0X0_PX303Fg006_5X3_3X1,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[754, 250, 50, 250], [754, 250, 50, 0], [754, 0, 50, 250], [754, 0, 50, 0]]",[]
PX303Fg006_5X4_2X3_1_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_2X3_PX303Fg006_5X4_4X1,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1584, 250, 1071, 250], [1584, 250, 1071, 0], [1584, 0, 1071, 250], [1584, 0, 1071, 0]]",[]
PX303Fg006_4X3_1X0_1_PX303Fg006_4X3_3X2_1,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X2,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1471, 0, 1453, 0], [1471, 0, 1453, 250], [1471, 250, 1453, 0], [1471, 250, 1453, 250]]",[]
PX303Fg006_5X4_0X3_0_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_0X3_PX303Fg006_5X4_3X3,0,12,2,2,2,1,"[[False, 0, 0], [False, 1, 0]]","[[50, 250, 782, 0], [50, 0, 782, 0]]",[]
PX303Fg006_6X3_0X1_1_PX303Fg006_6X3_2X0_1,PX303Fg006_6X3_0X1_PX303Fg006_6X3_2X0,0,6,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[770, 250, 750, 0], [770, 250, 750, 250], [770, 0, 750, 0], [770, 0, 750, 250]]",[]
PX303Fg006_4X4_0X0_0_PX303Fg006_4X4_1X3_1,PX303Fg006_4X4_0X0_PX303Fg006_4X4_1X3,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 1225, 250], [50, 250, 1225, 0]]",[]
PX303Fg006_5X3_0X0_0_PX303Fg006_5X3_2X2_1,PX303Fg006_5X3_0X0_PX303Fg006_5X3_2X2,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 1539, 250], [50, 250, 1539, 0]]",[]
PX303Fg006_6X4_2X3_0_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_2X3_PX303Fg006_6X4_4X1,0,9,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 814, 250], [50, 250, 814, 0]]",[]
PX303Fg006_5X4_2X0_0_PX303Fg006_5X4_4X1_0,PX303Fg006_5X4_2X0_PX303Fg006_5X4_4X1,0,8,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_4X3_0X0_1_PX303Fg006_4X3_2X1_0,PX303Fg006_4X3_0X0_PX303Fg006_4X3_2X1,0,9,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1155, 250, 50, 250], [1155, 250, 50, 0], [1155, 0, 50, 250], [1155, 0, 50, 0]]",[]
PX303Fg006_5X3_0X2_0_PX303Fg006_5X3_4X2_1,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X2,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 870, 0], [50, 250, 870, 250], [50, 0, 870, 0], [50, 0, 870, 250]]",[]
