File,Model,Gap,Slice_size,Count,Precision,Recall,F-score,True Count,Error Rate,
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_25px_model400x50.ckpt,10,25,5000,0.908478383,0.286726918,0.435883621,1949,0.289,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_25px_model400x50.ckpt,20,25,5000,0.888888889,0.111997165,0.198929808,1949,0.3478,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_25px_model400x50.ckpt,40,25,5000,0.771523179,0.082580188,0.149191612,1949,0.3636,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_25px_model400x50.ckpt,80,25,5000,0.704347826,0.028708134,0.055167717,1949,0.3802,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_25px_model400x50.ckpt,120,25,5000,0.782122905,0.024809498,0.048093439,1949,0.38,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,0,25,7000,0.98368856,0.990148862,0.986908139,2362,0.007285714,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,5,25,5000,0.958188153,0.487329435,0.646070715,1949,0.2152,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,10,25,5000,0.92543554,0.235335814,0.375247245,1949,0.3008,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,20,25,5000,0.91575663,0.104022683,0.186823679,1949,0.3492,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,0,25,7000,0.98477599,0.991243433,0.987999127,2362,0.007142857,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,5,25,5000,0.960822094,0.530214425,0.683339043,1949,0.1964,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,10,25,5000,0.895530726,0.284068758,0.43131979,1949,0.2854,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,20,25,5000,0.865756542,0.134857345,0.233363999,1949,0.3412,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,40,25,5000,0.828178694,0.085415559,0.154859438,1949,0.3566,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,80,25,5000,0.789473684,0.037214248,0.071078017,1949,0.3738,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_25px_model400x50.ckpt,120,25,5000,0.751219512,0.027290448,0.052667579,1949,0.3782,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_25px_model400x50.ckpt,0,25,7000,0.989486365,0.988944834,0.989215525,2362,0.006142857,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_25px_model400x50.ckpt,5,25,5000,0.967972871,0.455254297,0.619259973,1949,0.2266,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_25px_model400x50.ckpt,10,25,5000,0.91317145,0.219918483,0.354470151,1949,0.3132,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_25px_model400x50.ckpt,20,25,5000,0.895061728,0.12847776,0.224701689,1949,0.3506,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_25px_model400x50.ckpt,40,25,5000,0.90562249,0.079922027,0.146881615,1949,0.3622,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_25px_model400x50.ckpt,80,25,5000,0.753623188,0.02764487,0.053333333,1949,0.384,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_25px_model400x50.ckpt,120,25,5000,0.741007194,0.018252702,0.03562781,1949,0.3844,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_25px_model400x50.ckpt,0,25,7000,0.969970623,0.990555556,0.980155022,2299,0.015285714,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_25px_model400x50.ckpt,5,25,5000,0.940623321,0.602063629,0.734193142,1944,0.1818,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_25px_model400x50.ckpt,10,25,5000,0.902966102,0.366466036,0.521345566,1944,0.2668,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_25px_model400x50.ckpt,20,25,5000,0.820805773,0.234737747,0.365070875,1944,0.3162,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_25px_model400x50.ckpt,40,25,5000,0.76146789,0.142734308,0.240405503,1944,0.3586,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_25px_model400x50.ckpt,80,25,5000,0.790890269,0.065692175,0.121308352,1944,0.3718,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_25px_model400x50.ckpt,120,25,5000,0.532731377,0.040584695,0.075423458,1944,0.3882,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_62px_model400x50.ckpt,0,62,7000,0.8851785,0.97892869,0.92969614,2352,0.053285714,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_62px_model400x50.ckpt,5,62,5000,0.876852077,0.639277492,0.739451045,1940,0.1696,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_62px_model400x50.ckpt,10,62,5000,0.871615164,0.484505047,0.622809014,1940,0.2336,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_62px_model400x50.ckpt,20,62,5000,0.791684345,0.330440942,0.466266867,1940,0.2952,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_62px_model400x50.ckpt,40,62,5000,0.733791749,0.264565256,0.388910582,1940,0.3232,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_62px_model400x50.ckpt,80,62,5000,0.608148148,0.145386931,0.234672002,1940,0.361,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_62px_model400x50.ckpt,120,62,5000,0.572147651,0.120772091,0.199444363,1940,0.37,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_62px_model400x50.ckpt,0,62,7000,0.903914591,0.985915493,0.943136007,2352,0.045142857,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_62px_model400x50.ckpt,5,62,5000,0.885986827,0.690809279,0.776318408,1940,0.1608,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_62px_model400x50.ckpt,10,62,5000,0.803596516,0.506463609,0.621333913,1940,0.2448,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_62px_model400x50.ckpt,20,62,5000,0.775655264,0.309190721,0.44213725,1940,0.3174,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_62px_model400x50.ckpt,40,62,5000,0.739908257,0.285638392,0.412163025,1940,0.3216,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_62px_model400x50.ckpt,80,62,5000,0.652573529,0.188595715,0.292622613,1940,0.3532,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_62px_model400x50.ckpt,120,62,5000,0.607168983,0.146980698,0.236669518,1940,0.3644,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_62px_model400x50.ckpt,0,62,7000,0.869303275,0.992125984,0.926662523,2352,0.058285714,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_62px_model400x50.ckpt,5,62,5000,0.816663608,0.788029042,0.802090844,1940,0.1584,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_62px_model400x50.ckpt,10,62,5000,0.743171806,0.59748539,0.662412879,1940,0.2476,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_62px_model400x50.ckpt,20,62,5000,0.761700725,0.409243846,0.53242714,1940,0.2826,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_62px_model400x50.ckpt,40,62,5000,0.671988893,0.342836905,0.454033771,1940,0.3156,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_62px_model400x50.ckpt,80,62,5000,0.614026718,0.227908624,0.332429291,1940,0.3556,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_62px_model400x50.ckpt,120,62,5000,0.507260407,0.185585267,0.271748995,1940,0.3792,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_62px_model400x50.ckpt,0,62,7000,0.893334684,0.978041477,0.933770978,2352,0.052857143,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_62px_model400x50.ckpt,5,62,5000,0.810997329,0.645121303,0.718611303,1940,0.2014,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_62px_model400x50.ckpt,10,62,5000,0.736130667,0.462900655,0.568384431,1940,0.2828,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_62px_model400x50.ckpt,20,62,5000,0.767106348,0.329555516,0.461042983,1940,0.3094,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_62px_model400x50.ckpt,40,62,5000,0.695900858,0.25854436,0.377017431,1940,0.3276,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_62px_model400x50.ckpt,80,62,5000,0.64676259,0.159199575,0.255506608,1940,0.3598,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_62px_model400x50.ckpt,120,62,5000,0.557788945,0.137595183,0.220738636,1940,0.373,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,0,62,7000,0.946848092,0.987800821,0.966891012,2352,0.025,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,5,62,5000,0.919787673,0.55232867,0.690196946,1940,0.2002,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,10,62,5000,0.894160584,0.347086949,0.500063784,1940,0.2708,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,20,62,5000,0.887888707,0.192137418,0.315912069,1940,0.3228,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,0,62,7000,0.867997674,0.993235001,0.926402896,2352,0.056,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,5,62,5000,0.865010591,0.795466619,0.828782288,1940,0.1496,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,10,62,5000,0.82620883,0.626350274,0.712530218,1940,0.2172,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,20,62,5000,0.777279522,0.460421463,0.578291815,1940,0.2762,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,40,62,5000,0.689036545,0.367274659,0.479149821,1940,0.3162,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,80,62,5000,0.546734955,0.226846113,0.320650814,1940,0.3772,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_62px_model400x50.ckpt,120,62,5000,0.628919861,0.191783248,0.293934048,1940,0.3612,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_62px_model400x50.ckpt,0,62,7000,0.972197898,0.98502828,0.978571035,2352,0.013571429,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_62px_model400x50.ckpt,5,62,5000,0.933211345,0.361253763,0.520873229,1940,0.2646,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_62px_model400x50.ckpt,10,62,5000,0.916666667,0.210377191,0.342215181,1940,0.3134,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_62px_model400x50.ckpt,20,62,5000,0.940099834,0.100053126,0.180857875,1940,0.3518,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_62px_model400x50.ckpt,40,62,5000,0.808743169,0.078625819,0.14331827,1940,0.367,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_62px_model400x50.ckpt,80,62,5000,0.727642276,0.031698247,0.060750042,1940,0.3802,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_62px_model400x50.ckpt,120,62,5000,0.627802691,0.024791925,0.04770017,1940,0.3826,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_62px_model400x50.ckpt,0,62,7000,0.974665652,0.994122214,0.984297793,2352,0.010428571,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_62px_model400x50.ckpt,5,62,5000,0.945085256,0.667434036,0.782355994,1940,0.1598,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_62px_model400x50.ckpt,10,62,5000,0.901148482,0.389056136,0.543475572,1940,0.2592,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_62px_model400x50.ckpt,20,62,5000,0.905426357,0.206835488,0.336744991,1940,0.3138,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_62px_model400x50.ckpt,40,62,5000,0.79076087,0.15459536,0.258628351,1940,0.344,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_62px_model400x50.ckpt,80,62,5000,0.68719611,0.075084115,0.135376756,1940,0.371,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_62px_model400x50.ckpt,120,62,5000,0.720073665,0.069240305,0.126332795,1940,0.368,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_62px_model400x50.ckpt,0,62,7000,0.950317125,0.997005656,0.973101694,2352,0.020857143,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_62px_model400x50.ckpt,5,62,5000,0.924431963,0.641225429,0.757214555,1940,0.1724,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_62px_model400x50.ckpt,10,62,5000,0.926609635,0.364441296,0.523131673,1940,0.2608,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_62px_model400x50.ckpt,20,62,5000,0.866900175,0.175314326,0.291648255,1940,0.329,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_62px_model400x50.ckpt,40,62,5000,0.718132855,0.141668142,0.236651383,1940,0.3526,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_62px_model400x50.ckpt,80,62,5000,0.721753794,0.075792456,0.137179487,1940,0.368,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_62px_model400x50.ckpt,120,62,5000,0.763209393,0.069063219,0.126664501,1940,0.3666,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_62px_model400x50.ckpt,0,62,7000,0.948666384,0.981063923,0.964593198,2362,0.023714286,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_62px_model400x50.ckpt,5,62,5000,0.903608377,0.634591529,0.745575682,1949,0.1736,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_62px_model400x50.ckpt,10,62,5000,0.938818565,0.394293815,0.55534756,1949,0.2432,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_62px_model400x50.ckpt,20,62,5000,0.880184332,0.236930711,0.373359397,1949,0.3068,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_62px_model400x50.ckpt,40,62,5000,0.748220641,0.149034202,0.248559184,1949,0.342,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_62px_model400x50.ckpt,80,62,5000,0.702849389,0.091795144,0.162382445,1949,0.3618,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_62px_model400x50.ckpt,120,62,5000,0.638888889,0.069289385,0.125019984,1949,0.3706,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,0,62,7000,0.979522928,0.984347636,0.981929355,2362,0.011142857,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,5,62,5000,0.965590635,0.482367535,0.643346727,1949,0.2106,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,10,62,5000,0.932032725,0.262449052,0.409568584,1949,0.29,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,0,62,7000,0.977884826,0.977670753,0.977777778,2362,0.013714286,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,5,62,5000,0.963001383,0.493531809,0.652606913,1949,0.2076,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,10,62,5000,0.914987406,0.257487152,0.401880791,1949,0.2916,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,20,62,5000,0.884928717,0.153996101,0.262339623,1949,0.33,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,40,62,5000,0.797452229,0.1109339,0.194772869,1949,0.3516,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,80,62,5000,0.741239892,0.048732943,0.091453276,1949,0.3744,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/home/ubuntu/models/ML772__010_62px_model400x50.ckpt,120,62,5000,0.849315068,0.043948254,0.08357203,1949,0.3746,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_62px_model400x50.ckpt,0,62,7000,0.97215627,0.985989492,0.979024019,2362,0.013571429,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_62px_model400x50.ckpt,5,62,5000,0.952913279,0.498493709,0.654566608,1949,0.2086,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_62px_model400x50.ckpt,10,62,5000,0.909677419,0.274853801,0.422155689,1949,0.2926,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_62px_model400x50.ckpt,20,62,5000,0.88209607,0.178982811,0.297583972,1949,0.3326,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_62px_model400x50.ckpt,40,62,5000,0.739678899,0.114300904,0.198004605,1949,0.3602,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_62px_model400x50.ckpt,80,62,5000,0.80952381,0.057239057,0.106918239,1949,0.3752,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/home/ubuntu/models/ML858__011_62px_model400x50.ckpt,120,62,5000,0.730593607,0.028353713,0.054588878,1949,0.3832,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,0,62,7000,0.959686089,0.991888889,0.975521801,2299,0.018,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,5,62,5000,0.940582636,0.560791058,0.702650291,1944,0.1984,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,10,62,5000,0.904634581,0.349097163,0.503784589,1944,0.2746,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,20,62,5000,0.917155425,0.215133276,0.348516506,1944,0.3206,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,0,62,7000,0.990155498,0.983444444,0.986788561,2299,0.01,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,5,62,5000,0.961218837,0.298366294,0.455380577,1944,0.2826,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,10,62,5000,0.922363847,0.13688736,0.238394729,1944,0.3378,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,20,62,5000,0.933867735,0.080137575,0.147608489,1944,0.362,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,40,62,5000,0.918181818,0.034737747,0.066942833,1944,0.3774,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,80,62,5000,0.809917355,0.016852966,0.033018868,1944,0.384,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/home/ubuntu/models/ML924__012_62px_model400x50.ckpt,120,62,5000,0.551020408,0.009286328,0.01826484,1944,0.3882,924
